Any,Mitja,CIF,Grup,Subvencions,Contractes,Pub. institucional,Total,admin_ajuntament_bcn,admin_altres,admin_altres_ajuntaments,admin_diputacio_bcn,admin_diputacio_girona,admin_diputacio_lleida,admin_diputacio_tarragona,admin_estat,admin_generalitat,Nom_comercial,Tipus_mitja,Ambit,Govern_Generalitat
2015,"EL PERIODICO DE CATALUNYA, SLU",B66485343,Prensa Ibérica,0.0,0.0,3659692.01,3659692.01,0.0,231181.9,0.0,0.0,0.0,0.0,0.0,0.0,3428510.11,El Periódico de Catalunya,Premsa,Catalunya,CiU
2015,"HERMES COMUNICACIONS,S.A.",A17374547,Hermes Comunicacions (Punt Avui),0.0,0.0,3552221.0,3552221.0,0.0,147594.83,0.0,0.0,0.0,0.0,0.0,0.0,3404626.17,El Punt Avui,Premsa,Catalunya,CiU
2015,"CORPORACIO CATALANA DE MITJANS AUDIOVISUALS, S.A.",A08849622,CCMA (Mitjans públics catalans),0.0,0.0,2406820.03,2406820.03,0.0,1534209.45,0.0,0.0,0.0,0.0,0.0,0.0,872610.58,TV3 (CCMA),TV,Catalunya,CiU
2015,"EDICIO DE PREMSA PERIODICA ARA, SL",B65258261,Diari ARA,0.0,0.0,2387072.21,2387072.21,0.0,68344.35,0.0,0.0,0.0,0.0,0.0,0.0,2318727.86,Ara,Premsa,Catalunya,CiU
2015,"LA VANGUARDIA EDICIONES,S.L.",B61475257,Grup Godó,0.0,0.0,1920371.65,1920371.65,0.0,242057.18,0.0,0.0,0.0,0.0,0.0,0.0,1678314.47,La Vanguardia,Premsa,Catalunya,CiU
2015,"RADIOCAT XXI,S.L.",B61726626,Grup Godó,0.0,0.0,1612474.13,1612474.13,0.0,501274.44,0.0,0.0,0.0,0.0,0.0,0.0,1111199.69,RAC1,Ràdio,Catalunya,CiU
2015,"EMISSIONS DIGITALS DE CATALUNYA, SA",A63200828,8TV,0.0,0.0,1476817.6,1476817.6,0.0,290538.1,0.0,0.0,0.0,0.0,0.0,0.0,1186279.5,8TV,TV,Catalunya,CiU
2015,"GRUP FLAIX, SL",B61801635,Flaix (Flaixbac / Flaix FM),0.0,0.0,516456.15,516456.15,0.0,115244.27,0.0,0.0,0.0,0.0,0.0,0.0,401211.88,Flaix (Flaixbac / Flaix FM),Ràdio,Catalunya,CiU
2015,Atresmedia Corporación de Medios de Comunicación SA,A86436195,Antena 3 (Atresmedia),0.0,0.0,367707.87,367707.87,0.0,239518.57,0.0,0.0,0.0,0.0,0.0,0.0,128189.3,Antena 3 (Atresmedia),TV,Espanya,CiU
2015,"MEDIASET ESPAÑA COMUNICACIÓN, S.A.",A79075438,Telecinco / Cuatro (Mediaset),0.0,0.0,336479.82,336479.82,0.0,238736.94,0.0,0.0,0.0,0.0,0.0,0.0,97742.88,Telecinco / Cuatro (Mediaset),TV,Espanya,CiU
2015,"SOCIEDAD ESPANOLA DE RADIODIFUSION, SL",B28016970,Grupo Prisa,0.0,0.0,326931.75,326931.75,0.0,198818.15,0.0,0.0,0.0,0.0,0.0,0.0,128113.6,Cadena SER,Ràdio,Espanya,CiU
2015,"EDICIONES EL PAIS, S.L.",B85635910,Grupo Prisa,0.0,0.0,236382.15,236382.15,0.0,117245.57,0.0,0.0,0.0,0.0,0.0,0.0,119136.58,El País,Premsa,Espanya,CiU
2015,CATALUNYA RÀDIO,A08846974,CCMA (Mitjans públics catalans),0.0,0.0,225082.48,225082.48,0.0,171227.16,0.0,0.0,0.0,0.0,0.0,0.0,53855.32,Catalunya Ràdio,Ràdio,Catalunya,CiU
2015,PROMOTORA MEDITERRANEA DE INFORMACI,A43056787,El Temps,0.0,0.0,197037.18,197037.18,0.0,53284.1,0.0,0.0,0.0,0.0,0.0,0.0,143753.08,El Temps,Premsa,Comunitat Valenciana,CiU
2015,UNIPREX SA,A28782936,Onda Cero / Europa FM,0.0,0.0,189437.45,189437.45,0.0,89731.27,0.0,0.0,0.0,0.0,0.0,0.0,99706.18,Onda Cero / Europa FM,Ràdio,Espanya,CiU
2015,"EDICIONES DEP.CATALANAS,S.A.",A08605503,Prensa Ibérica,0.0,0.0,168418.45,168418.45,0.0,37472.38,0.0,0.0,0.0,0.0,0.0,0.0,130946.07,Sport,Premsa,Catalunya,CiU
2015,"DIARI SEGRE, S.L.U.",B25275926,Segre,0.0,0.0,165249.4,165249.4,0.0,19266.04,0.0,0.0,0.0,0.0,0.0,0.0,145983.36,Segre,Premsa,Local/Comarcal,CiU
2015,"20 MINUTOS EDITORA, SL",B99083966,20 Minutos,0.0,0.0,156549.63,156549.63,0.0,41821.77,0.0,0.0,0.0,0.0,0.0,0.0,114727.86,20 Minutos,Premsa,Espanya,CiU
2015,"DIARI DE GIRONA, S.A.",A61135521,Prensa Ibérica,0.0,0.0,150607.45,150607.45,0.0,19004.56,0.0,0.0,0.0,0.0,0.0,0.0,131602.89,Diari de Girona,Premsa,Local/Comarcal,CiU
2015,"PARTAL, MARESMA & ASSOCIATS,S.L.",B61017810,VilaWeb,0.0,0.0,149345.16,149345.16,0.0,59363.37,0.0,0.0,0.0,0.0,0.0,0.0,89981.79,VilaWeb,Internet,Catalunya,CiU
2015,"EL MUNDO DEPORTIVO, SA",A59114082,Grup Godó,0.0,0.0,141327.7,141327.7,0.0,21891.32,0.0,0.0,0.0,0.0,0.0,0.0,119436.38,Mundo Deportivo,Premsa,Espanya,CiU
2015,"EDICIONS INTERCOMARCALS,S.A.",A08539165,Regió 7,0.0,0.0,125198.82,125198.82,0.0,11917.97,0.0,0.0,0.0,0.0,0.0,0.0,113280.85,Regió 7,Premsa,Local/Comarcal,CiU
2015,"SERVEIS DE COMUNICACIO GLOBAL AQUITANIA,",B60955564,Nació Digital,0.0,0.0,124065.1,124065.1,0.0,22639.13,0.0,0.0,0.0,0.0,0.0,0.0,101425.97,Nació Digital,Internet,Catalunya,CiU
2015,Multiprensa y Más SL,B82399327,Multiprensa (premsa esportiva),0.0,0.0,123331.65,123331.65,0.0,35684.17,0.0,0.0,0.0,0.0,0.0,0.0,87647.48,Multiprensa (premsa esportiva),Premsa,Espanya,CiU
2015,PREMSA D OSONA (EL 9 NOU),A08447369,El 9 Nou,0.0,0.0,110432.24,110432.24,0.0,4870.14,0.0,0.0,0.0,0.0,0.0,0.0,105562.1,El 9 Nou,Premsa,Local/Comarcal,CiU
2015,ASSOCIACIO DE MITJANS D INFORMACIO I COMUNICACIO,G61514162,AMIC (Associació de Mitjans),0.0,0.0,106285.39,106285.39,0.0,16157.95,0.0,0.0,0.0,0.0,0.0,0.0,90127.44,AMIC (Associació de Mitjans),Associació/Entitat,Catalunya,CiU
2015,"RADIO TELE TAXI, SA",A08911745,Radio Tele Taxi,0.0,0.0,99730.42,99730.42,0.0,37131.06,0.0,0.0,0.0,0.0,0.0,0.0,62599.36,Radio Tele Taxi,Ràdio,Local/Comarcal,CiU
2015,"SAPIENS, SCCL",F64074982,Sàpiens,0.0,0.0,76461.54,76461.54,0.0,31014.32,0.0,0.0,0.0,0.0,0.0,0.0,45447.22,Sàpiens,Premsa,Catalunya,CiU
2015,80 MES 4 PUBLICACIONS SL,B65672495,Premsa comarcal (80 Mes 4 Publicacions),0.0,0.0,66252.41,66252.41,0.0,29550.52,0.0,0.0,0.0,0.0,0.0,0.0,36701.89,Premsa comarcal (80 Mes 4 Publicacions),Premsa,Local/Comarcal,CiU
2015,"RADIO POPULAR,S.A.",A28281368,Cadena COPE,0.0,0.0,65433.21,65433.21,0.0,37507.86,0.0,0.0,0.0,0.0,0.0,0.0,27925.35,Cadena COPE,Ràdio,Espanya,CiU
2015,Ediciones Condé Nast SA,A28122076,"Condé Nast (Vogue, GQ...)",0.0,0.0,56000.0,56000.0,0.0,56000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Condé Nast (Vogue, GQ...)",Premsa,Espanya,CiU
2015,Informació i Comunicació de Barcelona SA SPM,A60783686,Barcelona TV (ICB),0.0,0.0,49493.36,49493.36,0.0,45242.34,0.0,0.0,0.0,0.0,0.0,0.0,4251.02,Barcelona TV (ICB),TV,Local/Comarcal,CiU
2015,Time Out Spain Media SL,B66236373,Time Out,0.0,0.0,37387.41,37387.41,0.0,6295.57,0.0,0.0,0.0,0.0,0.0,0.0,31091.84,Time Out,Premsa,Espanya,CiU
2015,EDICIONS DIARI DE TERRASSA S.L.,B02851848,Diari de Terrassa,0.0,0.0,34722.99,34722.99,0.0,7192.61,0.0,0.0,0.0,0.0,0.0,0.0,27530.38,Diari de Terrassa,Premsa,Local/Comarcal,CiU
2015,"RBA Revistas, SL",B64610389,RBA Holding,0.0,0.0,24840.7,24840.7,0.0,24840.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RBA Revistas,Premsa,Espanya,CiU
2015,Catalunya Ràdio SRG,A08775487,CCMA (Mitjans públics catalans),0.0,0.0,19005.37,19005.37,0.0,10502.56,0.0,0.0,0.0,0.0,0.0,0.0,8502.81,Catalunya Ràdio,Ràdio,Catalunya,CiU
2015,Unidad Editorial Información General SL,B86150332,El Mundo / Unidad Editorial,0.0,0.0,15619.62,15619.62,0.0,6090.83,0.0,0.0,0.0,0.0,0.0,0.0,9528.79,El Mundo / Unidad Editorial,Premsa,Espanya,CiU
2015,AUDIOVISUAL ESPAÑOLA 2000 SA,A82031329,esRadio,0.0,0.0,10705.67,10705.67,0.0,2660.24,0.0,0.0,0.0,0.0,0.0,0.0,8045.43,esRadio,Ràdio,Espanya,CiU
2015,HEARST ESPAÑA SL,B81230764,Hearst España (revistes),0.0,0.0,8400.0,8400.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hearst España (revistes),Premsa,Espanya,CiU
2015,"DIARIO ABC,SL",B82824194,ABC,0.0,0.0,6459.7,6459.7,0.0,1479.5,0.0,0.0,0.0,0.0,0.0,0.0,4980.2,ABC,Premsa,Espanya,CiU
2015,"Publicacions de l'Abadia de Montserrat, S.A.",A08176499,Publicacions de l'Abadia de Montserrat,0.0,0.0,5836.8,5836.8,0.0,1105.92,0.0,0.0,0.0,0.0,0.0,0.0,4730.88,Publicacions de l'Abadia de Montserrat,Premsa,Catalunya,CiU
2015,Marca Radio SL,B85088052,Radio Marca,0.0,0.0,3750.0,3750.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radio Marca,Ràdio,Espanya,CiU
2015,Unidad Editorial Información Económica SL,B85076900,Unidad Editorial (informació econ.),0.0,0.0,2832.98,2832.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2832.98,Unidad Editorial (informació econ.),Premsa,Espanya,CiU
2015,GRUP LES NOTICIES DE CATALUNYA,B66541947,El Nacional,0.0,0.0,1995.01,1995.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.01,El Nacional,Internet,Catalunya,CiU
2016,"EL PERIODICO DE CATALUNYA, SLU",B66485343,Prensa Ibérica,0.0,0.0,3420629.02,3420629.02,0.0,157298.54,0.0,0.0,0.0,0.0,0.0,2007.76,3261322.72,El Periódico de Catalunya,Premsa,Catalunya,'Junts pel Sí'
2016,"HERMES COMUNICACIONS,S.A.",A17374547,Hermes Comunicacions (Punt Avui),0.0,1500.0,2542983.03,2544483.03,0.0,92013.77,1500.0,0.0,0.0,0.0,0.0,1098.51,2449870.75,El Punt Avui,Premsa,Catalunya,'Junts pel Sí'
2016,"LA VANGUARDIA EDICIONES,S.L.",B61475257,Grup Godó,0.0,0.0,2055008.67,2055008.67,0.0,273589.54,0.0,0.0,0.0,0.0,0.0,2344.28,1779074.85,La Vanguardia,Premsa,Catalunya,'Junts pel Sí'
2016,"CORPORACIO CATALANA DE MITJANS AUDIOVISUALS, S.A.",A08849622,CCMA (Mitjans públics catalans),0.0,0.0,1748279.67,1748279.67,0.0,954402.91,0.0,0.0,0.0,0.0,0.0,449.75,793427.01,TV3 (CCMA),TV,Catalunya,'Junts pel Sí'
2016,"EDICIO DE PREMSA PERIODICA ARA, SL",B65258261,Diari ARA,0.0,0.0,1464725.79,1464725.79,0.0,78150.53,0.0,0.0,0.0,0.0,0.0,1038.01,1385537.25,Ara,Premsa,Catalunya,'Junts pel Sí'
2016,"RADIOCAT XXI,S.L.",B61726626,Grup Godó,0.0,0.0,1416279.14,1416279.14,0.0,623905.39,0.0,0.0,0.0,0.0,0.0,0.0,792373.75,RAC1,Ràdio,Catalunya,'Junts pel Sí'
2016,"EMISSIONS DIGITALS DE CATALUNYA, SA",A63200828,8TV,0.0,0.0,1275335.38,1275335.38,0.0,199373.39,0.0,0.0,0.0,0.0,0.0,0.0,1075961.99,8TV,TV,Catalunya,'Junts pel Sí'
2016,"GRUP FLAIX, SL",B61801635,Flaix (Flaixbac / Flaix FM),0.0,0.0,591675.43,591675.43,0.0,181026.88,0.0,0.0,0.0,0.0,0.0,0.0,410648.55,Flaix (Flaixbac / Flaix FM),Ràdio,Catalunya,'Junts pel Sí'
2016,GRUP LES NOTICIES DE CATALUNYA,B66541947,El Nacional,0.0,0.0,389711.89,389711.89,0.0,17211.78,0.0,0.0,0.0,0.0,0.0,0.0,372500.11,El Nacional,Internet,Catalunya,'Junts pel Sí'
2016,"SOCIEDAD ESPANOLA DE RADIODIFUSION, SL",B28016970,Grupo Prisa,0.0,0.0,385021.04,385021.04,0.0,262844.83,0.0,0.0,0.0,0.0,0.0,0.0,122176.21,Cadena SER,Ràdio,Espanya,'Junts pel Sí'
2016,"EDICIONES DEP.CATALANAS,S.A.",A08605503,Prensa Ibérica,0.0,0.0,341018.33,341018.33,0.0,19161.68,0.0,0.0,0.0,0.0,0.0,0.0,321856.65,Sport,Premsa,Catalunya,'Junts pel Sí'
2016,"SERVEIS DE COMUNICACIO GLOBAL AQUITANIA,",B60955564,Nació Digital,0.0,0.0,314151.53,314151.53,0.0,27669.44,0.0,0.0,0.0,0.0,0.0,840.0,285642.09,Nació Digital,Internet,Catalunya,'Junts pel Sí'
2016,"20 MINUTOS EDITORA, SL",B99083966,20 Minutos,0.0,0.0,291327.82,291327.82,0.0,30957.76,0.0,0.0,0.0,0.0,0.0,0.0,260370.06,20 Minutos,Premsa,Espanya,'Junts pel Sí'
2016,"EL MUNDO DEPORTIVO, SA",A59114082,Grup Godó,0.0,0.0,244838.93,244838.93,0.0,19404.79,0.0,0.0,0.0,0.0,0.0,0.0,225434.14,Mundo Deportivo,Premsa,Espanya,'Junts pel Sí'
2016,CATALUNYA RÀDIO,A08846974,CCMA (Mitjans públics catalans),0.0,0.0,239093.85,239093.85,0.0,175603.81,0.0,0.0,0.0,0.0,0.0,0.0,63490.04,Catalunya Ràdio,Ràdio,Catalunya,'Junts pel Sí'
2016,"DIARI SEGRE, S.L.U.",B25275926,Segre,0.0,0.0,226606.09,226606.09,0.0,31480.97,0.0,0.0,0.0,0.0,0.0,0.0,195125.12,Segre,Premsa,Local/Comarcal,'Junts pel Sí'
2016,UNIPREX SA,A28782936,Onda Cero / Europa FM,0.0,0.0,186673.18,186673.18,0.0,144598.47,0.0,0.0,0.0,0.0,0.0,0.0,42074.71,Onda Cero / Europa FM,Ràdio,Espanya,'Junts pel Sí'
2016,Ediciones Condé Nast SA,A28122076,"Condé Nast (Vogue, GQ...)",0.0,0.0,166519.23,166519.23,0.0,166519.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Condé Nast (Vogue, GQ...)",Premsa,Espanya,'Junts pel Sí'
2016,"SAPIENS, SCCL",F64074982,Sàpiens,0.0,900.0,158768.5,159668.5,0.0,82957.31,900.0,0.0,0.0,0.0,0.0,0.0,75811.19,Sàpiens,Premsa,Catalunya,'Junts pel Sí'
2016,"PARTAL, MARESMA & ASSOCIATS,S.L.",B61017810,VilaWeb,0.0,0.0,143525.28,143525.28,0.0,43436.63,0.0,0.0,0.0,0.0,0.0,1025.07,99063.58,VilaWeb,Internet,Catalunya,'Junts pel Sí'
2016,"EDICIONES EL PAIS, S.L.",B85635910,Grupo Prisa,0.0,0.0,138534.14,138534.14,0.0,22038.2,0.0,0.0,0.0,0.0,0.0,804.98,115690.96,El País,Premsa,Espanya,'Junts pel Sí'
2016,PROMOTORA MEDITERRANEA DE INFORMACI,A43056787,El Temps,0.0,0.0,113555.1,113555.1,0.0,37623.36,0.0,0.0,0.0,0.0,0.0,0.0,75931.74,El Temps,Premsa,Comunitat Valenciana,'Junts pel Sí'
2016,"EDICIONS INTERCOMARCALS,S.A.",A08539165,Regió 7,0.0,0.0,104007.48,104007.48,0.0,13052.89,0.0,0.0,0.0,0.0,0.0,0.0,90954.59,Regió 7,Premsa,Local/Comarcal,'Junts pel Sí'
2016,PREMSA D OSONA (EL 9 NOU),A08447369,El 9 Nou,0.0,0.0,98439.69,98439.69,0.0,10962.8,0.0,0.0,0.0,0.0,0.0,0.0,87476.89,El 9 Nou,Premsa,Local/Comarcal,'Junts pel Sí'
2016,"RADIO TELE TAXI, SA",A08911745,Radio Tele Taxi,0.0,0.0,97470.84,97470.84,0.0,31332.16,0.0,0.0,0.0,0.0,0.0,0.0,66138.68,Radio Tele Taxi,Ràdio,Local/Comarcal,'Junts pel Sí'
2016,80 MES 4 PUBLICACIONS SL,B65672495,Premsa comarcal (80 Mes 4 Publicacions),0.0,0.0,88985.43,88985.43,0.0,21629.51,0.0,0.0,0.0,0.0,0.0,0.0,67355.92,Premsa comarcal (80 Mes 4 Publicacions),Premsa,Local/Comarcal,'Junts pel Sí'
2016,"DIARI DE GIRONA, S.A.",A61135521,Prensa Ibérica,0.0,0.0,71659.39,71659.39,0.0,18890.04,0.0,0.0,0.0,0.0,0.0,0.0,52769.35,Diari de Girona,Premsa,Local/Comarcal,'Junts pel Sí'
2016,ASSOCIACIO DE MITJANS D INFORMACIO I COMUNICACIO,G61514162,AMIC (Associació de Mitjans),0.0,0.0,62957.65,62957.65,0.0,14214.62,0.0,0.0,0.0,0.0,0.0,0.0,48743.03,AMIC (Associació de Mitjans),Associació/Entitat,Catalunya,'Junts pel Sí'
2016,"RADIO POPULAR,S.A.",A28281368,Cadena COPE,0.0,0.0,62650.76,62650.76,0.0,56434.45,0.0,0.0,0.0,0.0,0.0,0.0,6216.31,Cadena COPE,Ràdio,Espanya,'Junts pel Sí'
2016,Informació i Comunicació de Barcelona SA SPM,A60783686,Barcelona TV (ICB),0.0,0.0,41395.24,41395.24,0.0,40372.29,0.0,0.0,0.0,0.0,0.0,0.0,1022.95,Barcelona TV (ICB),TV,Local/Comarcal,'Junts pel Sí'
2016,EDICIONS DIARI DE TERRASSA S.L.,B02851848,Diari de Terrassa,0.0,0.0,36033.1,36033.1,0.0,5276.48,0.0,0.0,0.0,0.0,0.0,0.0,30756.62,Diari de Terrassa,Premsa,Local/Comarcal,'Junts pel Sí'
2016,Time Out Spain Media SL,B66236373,Time Out,0.0,0.0,23749.64,23749.64,0.0,7060.8,0.0,0.0,0.0,0.0,0.0,0.0,16688.84,Time Out,Premsa,Espanya,'Junts pel Sí'
2016,Unidad Editorial Información Económica SL,B85076900,Unidad Editorial (informació econ.),0.0,0.0,22694.17,22694.17,0.0,10348.8,0.0,0.0,0.0,0.0,0.0,0.0,12345.37,Unidad Editorial (informació econ.),Premsa,Espanya,'Junts pel Sí'
2016,Multiprensa y Más SL,B82399327,Multiprensa (premsa esportiva),0.0,0.0,22490.68,22490.68,0.0,13783.1,0.0,0.0,0.0,0.0,0.0,448.76,8258.82,Multiprensa (premsa esportiva),Premsa,Espanya,'Junts pel Sí'
2016,Atresmedia Corporación de Medios de Comunicación SA,A86436195,Antena 3 (Atresmedia),0.0,0.0,8000.38,8000.38,0.0,4013.58,0.0,0.0,0.0,0.0,0.0,0.0,3986.8,Antena 3 (Atresmedia),TV,Espanya,'Junts pel Sí'
2016,AUDIOVISUAL ESPAÑOLA 2000 SA,A82031329,esRadio,0.0,0.0,7310.84,7310.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7310.84,esRadio,Ràdio,Espanya,'Junts pel Sí'
2016,Unidad Editorial Información General SL,B86150332,El Mundo / Unidad Editorial,0.0,0.0,7199.84,7199.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7199.84,El Mundo / Unidad Editorial,Premsa,Espanya,'Junts pel Sí'
2016,"Publicacions de l'Abadia de Montserrat, S.A.",A08176499,Publicacions de l'Abadia de Montserrat,0.0,0.0,7175.37,7175.37,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,6635.37,Publicacions de l'Abadia de Montserrat,Premsa,Catalunya,'Junts pel Sí'
2016,"RBA Revistas, SL",B64610389,RBA Holding,0.0,0.0,4881.66,4881.66,0.0,4881.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RBA Revistas,Premsa,Espanya,'Junts pel Sí'
2016,"DIARIO ABC,SL",B82824194,ABC,0.0,0.0,4820.29,4820.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820.29,ABC,Premsa,Espanya,'Junts pel Sí'
2016,Catalunya Ràdio SRG,A08775487,CCMA (Mitjans públics catalans),0.0,0.0,4388.83,4388.83,0.0,1091.2,0.0,0.0,0.0,0.0,0.0,0.0,3297.63,Catalunya Ràdio,Ràdio,Catalunya,'Junts pel Sí'
2016,Marca Radio SL,B85088052,Radio Marca,0.0,0.0,2400.0,2400.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Radio Marca,Ràdio,Espanya,'Junts pel Sí'
2016,"GODO STRATEGIES, S.L.U.",B08936643,Grup Godó,0.0,1525.0,0.0,1525.0,0.0,0.0,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,Godó Strategies (serveis Grup Godó),Altres,Catalunya,'Junts pel Sí'
2017,"HERMES COMUNICACIONS,S.A.",A17374547,Hermes Comunicacions (Punt Avui),0.0,0.0,3287673.67,3287673.67,0.0,3278028.73,0.0,0.0,0.0,0.0,0.0,4860.0,4784.94,El Punt Avui,Premsa,Catalunya,Junts pel Sí/155
2017,"CORPORACIO CATALANA DE MITJANS AUDIOVISUALS, S.A.",A08849622,CCMA (Mitjans públics catalans),0.0,206611.57,2588126.12,2794737.69,206611.57,2586626.12,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,TV3 (CCMA),TV,Catalunya,Junts pel Sí/155
2017,"LA VANGUARDIA EDICIONES,S.L.",B61475257,Grup Godó,0.0,0.0,2125500.19,2125500.19,0.0,2103630.96,0.0,0.0,0.0,0.0,0.0,5400.0,16469.23,La Vanguardia,Premsa,Catalunya,Junts pel Sí/155
2017,"EL PERIODICO DE CATALUNYA, SLU",B66485343,Prensa Ibérica,0.0,0.0,1913261.68,1913261.68,0.0,1899016.8,0.0,0.0,0.0,0.0,0.0,4200.0,10044.88,El Periódico de Catalunya,Premsa,Catalunya,Junts pel Sí/155
2017,"EDICIO DE PREMSA PERIODICA ARA, SL",B65258261,Diari ARA,0.0,0.0,1664611.87,1664611.87,0.0,1656996.07,0.0,0.0,0.0,0.0,0.0,4485.0,3130.8,Ara,Premsa,Catalunya,Junts pel Sí/155
2017,"RADIOCAT XXI,S.L.",B61726626,Grup Godó,0.0,0.0,1306312.85,1306312.85,0.0,1306312.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAC1,Ràdio,Catalunya,Junts pel Sí/155
2017,"EMISSIONS DIGITALS DE CATALUNYA, SA",A63200828,8TV,0.0,0.0,757152.58,757152.58,0.0,757152.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8TV,TV,Catalunya,Junts pel Sí/155
2017,"GRUP FLAIX, SL",B61801635,Flaix (Flaixbac / Flaix FM),0.0,0.0,590211.1,590211.1,0.0,590211.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flaix (Flaixbac / Flaix FM),Ràdio,Catalunya,Junts pel Sí/155
2017,GRUP LES NOTICIES DE CATALUNYA,B66541947,El Nacional,0.0,0.0,427472.68,427472.68,0.0,425965.18,0.0,0.0,0.0,0.0,0.0,1507.5,0.0,El Nacional,Internet,Catalunya,Junts pel Sí/155
2017,"SOCIEDAD ESPANOLA DE RADIODIFUSION, SL",B28016970,Grupo Prisa,0.0,0.0,415406.95,415406.95,0.0,415406.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cadena SER,Ràdio,Espanya,Junts pel Sí/155
2017,"20 MINUTOS EDITORA, SL",B99083966,20 Minutos,0.0,0.0,309460.15,309460.15,0.0,309460.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20 Minutos,Premsa,Espanya,Junts pel Sí/155
2017,"EL MUNDO DEPORTIVO, SA",A59114082,Grup Godó,0.0,0.0,296330.19,296330.19,0.0,296330.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mundo Deportivo,Premsa,Espanya,Junts pel Sí/155
2017,"SERVEIS DE COMUNICACIO GLOBAL AQUITANIA,",B60955564,Nació Digital,0.0,0.0,279320.11,279320.11,0.0,275417.71,0.0,0.0,0.0,0.0,0.0,3002.4,900.0,Nació Digital,Internet,Catalunya,Junts pel Sí/155
2017,UNIPREX SA,A28782936,Onda Cero / Europa FM,0.0,0.0,264506.29,264506.29,0.0,264506.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Onda Cero / Europa FM,Ràdio,Espanya,Junts pel Sí/155
2017,"EDICIONES DEP.CATALANAS,S.A.",A08605503,Prensa Ibérica,0.0,0.0,261193.74,261193.74,0.0,261193.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sport,Premsa,Catalunya,Junts pel Sí/155
2017,CATALUNYA RÀDIO,A08846974,CCMA (Mitjans públics catalans),0.0,0.0,226453.69,226453.69,0.0,226453.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Catalunya Ràdio,Ràdio,Catalunya,Junts pel Sí/155
2017,"RBA Revistas, SL",B64610389,RBA Holding,0.0,0.0,207351.39,207351.39,0.0,207351.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RBA Revistas,Premsa,Espanya,Junts pel Sí/155
2017,"DIARI SEGRE, S.L.U.",B25275926,Segre,0.0,0.0,181784.5,181784.5,0.0,181784.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segre,Premsa,Local/Comarcal,Junts pel Sí/155
2017,PROMOTORA MEDITERRANEA DE INFORMACI,A43056787,El Temps,0.0,0.0,171496.63,171496.63,0.0,167455.33,0.0,0.0,0.0,0.0,0.0,0.0,4041.3,El Temps,Premsa,Comunitat Valenciana,Junts pel Sí/155
2017,"EDICIONES EL PAIS, S.L.",B85635910,Grupo Prisa,0.0,0.0,167157.01,167157.01,0.0,167157.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El País,Premsa,Espanya,Junts pel Sí/155
2017,ASSOCIACIO DE MITJANS D INFORMACIO I COMUNICACIO,G61514162,AMIC (Associació de Mitjans),0.0,0.0,143625.13,143625.13,0.0,138377.23,0.0,0.0,0.0,0.0,0.0,5247.9,0.0,AMIC (Associació de Mitjans),Associació/Entitat,Catalunya,Junts pel Sí/155
2017,"SAPIENS, SCCL",F64074982,Sàpiens,0.0,0.0,131946.01,131946.01,0.0,131946.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sàpiens,Premsa,Catalunya,Junts pel Sí/155
2017,"PARTAL, MARESMA & ASSOCIATS,S.L.",B61017810,VilaWeb,0.0,0.0,127931.69,127931.69,0.0,126041.69,0.0,0.0,0.0,0.0,0.0,1890.0,0.0,VilaWeb,Internet,Catalunya,Junts pel Sí/155
2017,"EDICIONS INTERCOMARCALS,S.A.",A08539165,Regió 7,0.0,0.0,117839.06,117839.06,0.0,117839.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regió 7,Premsa,Local/Comarcal,Junts pel Sí/155
